annual_income,credit_score,employment_length,loan_amount,loan_term,interest_rate,home_ownership,purpose,previous_defaults,open_credit_lines,debt_to_income,default
47500.0,698,0.0,19100.0,36,13.17,RENT,credit_card,0,6,50.8,0
57700.0,602,2.0,18200.0,36,16.78,RENT,debt_consolidation,0,16,38.1,1
125700.0,814,4.0,18700.0,36,12.61,RENT,other,0,8,23.2,0
24800.0,649,4.0,5800.0,36,15.69,OWN,home_improvement,0,7,25.0,0
82600.0,723,7.0,14200.0,36,17.27,MORTGAGE,debt_consolidation,3,6,31.4,0
76000.0,730,15.0,10100.0,36,13.09,MORTGAGE,medical,0,12,25.8,0
34500.0,671,3.0,18800.0,36,17.48,MORTGAGE,debt_consolidation,0,11,65.0,1
53700.0,719,10.0,4800.0,36,13.48,MORTGAGE,credit_card,1,9,28.4,0
39900.0,696,1.0,13100.0,36,13.48,RENT,major_purchase,0,8,39.8,0
53300.0,588,0.0,12200.0,36,14.11,MORTGAGE,other,0,12,37.0,0
96700.0,658,5.0,4000.0,36,13.16,MORTGAGE,credit_card,0,4,11.9,0
64400.0,640,0.0,7000.0,60,15.2,MORTGAGE,debt_consolidation,0,6,20.0,0
61600.0,650,4.0,4400.0,36,13.39,MORTGAGE,credit_card,0,7,15.0,0
40400.0,595,15.0,7600.0,36,13.0,MORTGAGE,other,0,7,23.6,0
25100.0,753,2.0,14400.0,36,15.37,OWN,home_improvement,0,7,64.8,0
44600.0,784,7.0,12100.0,36,13.12,MORTGAGE,home_improvement,1,3,29.0,0
84400.0,744,3.0,11900.0,60,11.84,MORTGAGE,debt_consolidation,1,10,22.5,0
24700.0,763,0.0,6500.0,60,12.84,MORTGAGE,home_improvement,0,8,36.6,0
30500.0,658,5.0,19200.0,36,18.16,MORTGAGE,medical,0,10,60.5,0
51900.0,639,10.0,10800.0,36,11.7,MORTGAGE,credit_card,0,7,12.8,0
31500.0,629,4.0,11100.0,36,15.8,RENT,debt_consolidation,0,11,39.8,0
34300.0,722,7.0,17500.0,60,14.85,RENT,credit_card,1,11,62.3,1
40500.0,695,15.0,6700.0,60,14.58,RENT,credit_card,0,11,17.8,0
26500.0,675,10.0,12300.0,36,13.29,RENT,credit_card,0,9,52.8,0
31600.0,764,2.0,13500.0,36,13.05,MORTGAGE,debt_consolidation,0,6,47.7,0
67300.0,706,10.0,8300.0,60,14.89,MORTGAGE,debt_consolidation,1,6,22.1,0
27200.0,625,5.0,15200.0,36,16.12,MORTGAGE,major_purchase,0,12,46.9,0
23900.0,636,10.0,13900.0,36,18.86,RENT,credit_card,0,7,65.0,0
36900.0,724,5.0,10400.0,36,14.13,RENT,other,1,15,54.1,0
68100.0,748,1.0,10200.0,36,7.76,MORTGAGE,small_business,0,6,18.3,0
44900.0,716,5.0,14200.0,60,12.92,MORTGAGE,credit_card,0,13,36.4,0
39800.0,803,5.0,16200.0,60,14.39,OWN,debt_consolidation,0,9,56.0,0
50000.0,786,5.0,11300.0,36,13.93,OWN,small_business,0,13,25.3,0
22300.0,709,15.0,19200.0,36,17.91,OWN,debt_consolidation,0,6,65.0,0
61200.0,625,15.0,15200.0,36,12.8,MORTGAGE,other,0,9,30.5,0
58300.0,595,4.0,4500.0,36,14.49,MORTGAGE,debt_consolidation,0,12,11.6,0
40800.0,655,4.0,5400.0,36,13.16,RENT,debt_consolidation,0,6,20.9,0
77100.0,729,5.0,19800.0,36,13.79,RENT,debt_consolidation,0,7,23.7,0
29500.0,799,5.0,9700.0,60,10.68,RENT,home_improvement,0,8,41.1,0
81400.0,707,20.0,11900.0,36,12.37,RENT,major_purchase,1,10,22.4,0
52600.0,756,7.0,19300.0,36,13.33,RENT,debt_consolidation,0,10,42.5,0
42100.0,664,2.0,10900.0,36,15.71,MORTGAGE,home_improvement,0,10,31.4,0
48600.0,720,5.0,11100.0,36,13.0,MORTGAGE,debt_consolidation,0,4,32.3,0
46700.0,734,7.0,7100.0,36,14.35,MORTGAGE,credit_card,0,10,16.9,0
84900.0,551,7.0,13200.0,36,16.31,OWN,debt_consolidation,1,9,24.4,0
30200.0,653,5.0,14700.0,36,17.37,OWN,credit_card,0,5,60.4,0
34800.0,742,1.0,8200.0,36,14.62,OWN,credit_card,1,9,34.4,0
78100.0,698,0.0,6900.0,36,13.21,MORTGAGE,debt_consolidation,0,6,13.3,0
37500.0,602,3.0,40000.0,36,15.67,MORTGAGE,small_business,0,3,65.0,1
73500.0,522,4.0,10400.0,36,18.15,MORTGAGE,home_improvement,1,8,11.5,0
105300.0,656,0.0,7800.0,36,12.03,MORTGAGE,home_improvement,0,11,14.6,0
40900.0,675,10.0,15600.0,36,15.58,OWN,credit_card,0,11,43.4,0
66600.0,623,3.0,10700.0,36,14.08,OWN,small_business,0,8,28.0,0
29200.0,689,15.0,6400.0,36,13.65,MORTGAGE,credit_card,0,12,29.8,0
68800.0,713,1.0,13900.0,36,12.63,MORTGAGE,other,0,13,26.5,0
53600.0,724,0.0,7100.0,36,15.02,OWN,other,2,6,22.2,0
60600.0,527,5.0,24100.0,36,21.66,OWN,small_business,0,12,49.4,1
36700.0,595,2.0,14000.0,36,14.91,MORTGAGE,other,0,12,46.1,1
23200.0,660,15.0,9500.0,36,15.14,MORTGAGE,other,0,10,51.3,1
61500.0,717,0.0,11600.0,36,10.95,MORTGAGE,debt_consolidation,0,4,23.3,0
19400.0,712,4.0,17200.0,60,16.87,MORTGAGE,other,0,11,65.0,0
42500.0,711,15.0,12000.0,36,12.06,MORTGAGE,debt_consolidation,0,6,40.1,0
74900.0,655,4.0,31600.0,60,21.48,RENT,debt_consolidation,0,9,57.9,1
53400.0,659,1.0,19300.0,36,16.07,MORTGAGE,other,0,7,55.7,0
117800.0,633,3.0,14000.0,36,15.22,MORTGAGE,debt_consolidation,0,13,24.9,0
77800.0,730,5.0,6800.0,60,13.45,MORTGAGE,home_improvement,0,8,18.8,0
36500.0,620,2.0,10200.0,60,21.05,RENT,other,1,6,31.7,1
49600.0,735,4.0,13900.0,36,13.56,RENT,debt_consolidation,0,6,37.8,0
48000.0,694,10.0,7200.0,36,13.28,OWN,debt_consolidation,0,11,31.7,0
24100.0,677,15.0,20900.0,36,18.02,RENT,home_improvement,0,10,65.0,1
32100.0,637,0.0,6700.0,60,19.04,RENT,major_purchase,0,7,34.8,0
38100.0,592,1.0,8000.0,36,17.64,MORTGAGE,major_purchase,0,13,24.7,0
19600.0,638,2.0,8300.0,36,16.14,RENT,medical,0,11,57.4,1
50100.0,659,7.0,15900.0,36,15.5,MORTGAGE,debt_consolidation,0,9,31.9,0
43800.0,526,3.0,7300.0,36,17.93,RENT,credit_card,0,8,20.5,1
23100.0,667,10.0,4400.0,60,15.16,MORTGAGE,small_business,0,13,31.8,0
58800.0,740,7.0,18800.0,60,16.53,MORTGAGE,small_business,0,16,34.1,0
67700.0,717,1.0,8800.0,36,12.62,OWN,debt_consolidation,0,6,20.2,0
54300.0,648,7.0,6400.0,36,13.02,RENT,debt_consolidation,0,5,28.0,0
42400.0,683,1.0,7500.0,60,13.69,RENT,debt_consolidation,0,8,25.7,0
64000.0,644,2.0,25800.0,36,17.93,OWN,medical,0,7,56.0,1
66600.0,690,1.0,7900.0,36,11.43,MORTGAGE,other,0,6,23.3,0
56300.0,780,1.0,10300.0,36,10.57,MORTGAGE,debt_consolidation,0,9,38.9,0
33800.0,743,7.0,8700.0,36,11.07,RENT,debt_consolidation,0,7,35.9,0
55500.0,714,5.0,5900.0,60,13.03,MORTGAGE,credit_card,0,5,12.0,0
83900.0,648,,7500.0,36,11.92,RENT,other,0,7,19.4,0
37500.0,729,20.0,5700.0,36,16.46,RENT,other,2,9,38.7,0
126000.0,570,4.0,17600.0,60,17.52,MORTGAGE,home_improvement,0,11,16.8,0
38700.0,664,1.0,11500.0,36,20.37,OWN,debt_consolidation,2,7,38.1,1
49700.0,718,1.0,37800.0,36,15.66,RENT,debt_consolidation,0,10,65.0,0
36200.0,728,5.0,7700.0,60,15.17,RENT,credit_card,0,5,24.0,0
54200.0,724,20.0,7100.0,36,12.23,RENT,other,0,8,21.9,0
22400.0,699,5.0,23500.0,36,18.17,MORTGAGE,debt_consolidation,0,9,65.0,0
38300.0,667,20.0,18600.0,36,15.32,MORTGAGE,major_purchase,0,13,62.1,0
30000.0,715,4.0,13300.0,36,16.05,RENT,debt_consolidation,0,6,49.6,0
52100.0,618,4.0,6300.0,60,15.73,MORTGAGE,credit_card,0,6,22.1,0
76700.0,625,5.0,26200.0,36,14.59,RENT,major_purchase,0,9,35.3,0
65600.0,684,7.0,10600.0,60,13.56,RENT,small_business,0,5,17.4,0
16900.0,691,3.0,8800.0,36,14.72,RENT,major_purchase,0,6,65.0,0
122900.0,561,15.0,19400.0,60,20.19,RENT,major_purchase,0,12,33.8,0
56000.0,710,0.0,10800.0,36,13.96,RENT,debt_consolidation,0,5,18.0,0
34600.0,730,4.0,6100.0,36,10.25,RENT,credit_card,0,9,17.8,0
52600.0,675,5.0,11200.0,60,14.73,MORTGAGE,major_purchase,0,13,25.4,0
53100.0,834,7.0,7400.0,36,7.6,RENT,debt_consolidation,0,14,19.9,0
36300.0,636,2.0,2400.0,36,13.01,RENT,credit_card,0,6,18.5,0
53600.0,657,4.0,7000.0,60,14.78,RENT,other,0,10,10.7,0
37300.0,654,5.0,8400.0,60,17.31,RENT,medical,0,9,22.3,1
40900.0,675,7.0,6100.0,60,13.0,RENT,major_purchase,0,6,22.0,0
36000.0,659,10.0,14600.0,36,15.15,RENT,debt_consolidation,0,5,45.5,0
25700.0,589,10.0,7400.0,36,18.07,OWN,medical,1,17,33.3,0
52300.0,644,3.0,13900.0,36,15.84,MORTGAGE,other,0,8,26.3,0
63800.0,674,20.0,5900.0,36,14.11,MORTGAGE,home_improvement,0,10,13.0,0
61800.0,760,10.0,17200.0,36,12.05,MORTGAGE,debt_consolidation,1,13,39.2,0
70900.0,823,2.0,5800.0,36,9.65,MORTGAGE,credit_card,1,6,12.5,0
56700.0,767,2.0,3400.0,36,8.7,MORTGAGE,major_purchase,0,8,2.6,0
38600.0,630,3.0,20300.0,36,18.83,MORTGAGE,major_purchase,0,10,65.0,1
71500.0,635,4.0,7100.0,36,13.06,MORTGAGE,debt_consolidation,0,11,18.1,0
26600.0,670,15.0,26300.0,36,19.09,OWN,debt_consolidation,0,11,,1
32700.0,796,10.0,14500.0,60,14.34,RENT,small_business,1,10,57.1,0
31800.0,669,15.0,16200.0,36,17.08,RENT,small_business,0,4,61.2,1
79700.0,594,2.0,18400.0,36,19.37,RENT,credit_card,1,11,36.2,1
74900.0,647,7.0,11600.0,36,19.3,MORTGAGE,credit_card,0,15,29.9,0
61000.0,729,3.0,11600.0,36,9.56,MORTGAGE,home_improvement,0,8,16.7,0
79400.0,725,1.0,20800.0,36,13.97,OWN,debt_consolidation,0,12,40.6,0
33000.0,667,7.0,11600.0,36,18.45,RENT,debt_consolidation,0,9,42.2,0
57300.0,724,1.0,7600.0,36,9.9,MORTGAGE,home_improvement,0,13,21.3,0
46300.0,532,7.0,14700.0,60,20.86,MORTGAGE,debt_consolidation,0,13,39.5,0
71800.0,687,7.0,3800.0,36,13.71,MORTGAGE,major_purchase,1,3,17.1,0
46500.0,736,10.0,21200.0,36,12.68,MORTGAGE,major_purchase,0,12,61.1,1
41200.0,626,1.0,21400.0,36,18.45,RENT,small_business,0,7,60.5,1
62500.0,626,10.0,19900.0,60,19.1,MORTGAGE,other,0,4,35.5,0
72700.0,559,20.0,19500.0,36,16.45,RENT,debt_consolidation,0,9,44.4,0
36300.0,783,15.0,10500.0,60,12.49,MORTGAGE,debt_consolidation,0,10,32.8,0
47700.0,633,10.0,10400.0,60,17.0,MORTGAGE,debt_consolidation,0,10,17.3,0
30400.0,696,7.0,5900.0,36,14.28,OWN,major_purchase,0,9,23.2,0
15900.0,719,4.0,26200.0,36,14.6,OWN,credit_card,0,8,65.0,0
53600.0,778,10.0,8600.0,36,13.52,MORTGAGE,debt_consolidation,2,12,29.5,0
64500.0,670,10.0,13000.0,36,14.24,RENT,debt_consolidation,0,7,25.0,0
55200.0,645,7.0,12400.0,36,18.61,MORTGAGE,medical,3,11,38.4,1
20400.0,691,10.0,5600.0,60,17.37,RENT,small_business,0,9,33.8,0
41900.0,763,4.0,4600.0,36,12.59,MORTGAGE,credit_card,0,10,16.3,0
18100.0,669,1.0,11000.0,36,21.75,RENT,other,3,12,65.0,1
90800.0,618,5.0,8700.0,36,12.74,RENT,medical,0,7,16.9,0
30100.0,580,2.0,10500.0,36,17.95,MORTGAGE,debt_consolidation,0,9,47.6,0
86200.0,601,4.0,18600.0,60,18.71,RENT,credit_card,0,10,21.0,0
75000.0,736,0.0,12200.0,36,13.75,OWN,credit_card,1,12,29.9,0
32700.0,659,4.0,16000.0,36,17.05,MORTGAGE,medical,2,13,62.7,1
29400.0,641,10.0,13700.0,36,16.85,MORTGAGE,debt_consolidation,0,10,52.4,1
57400.0,633,5.0,9300.0,60,15.18,RENT,credit_card,0,11,17.2,0
33500.0,686,0.0,6600.0,36,15.52,RENT,home_improvement,2,8,36.7,1
51300.0,664,4.0,12500.0,36,14.84,MORTGAGE,other,0,7,35.3,0
39400.0,662,3.0,11400.0,60,18.78,MORTGAGE,medical,0,13,46.1,0
22000.0,768,5.0,17300.0,60,19.03,MORTGAGE,credit_card,3,7,65.0,1
18000.0,780,4.0,10100.0,36,12.98,RENT,home_improvement,0,10,60.0,0
54300.0,575,15.0,9400.0,36,16.37,MORTGAGE,medical,0,13,23.2,0
38100.0,701,0.0,9800.0,60,15.05,MORTGAGE,small_business,0,11,28.3,0
38200.0,630,7.0,6900.0,60,15.14,MORTGAGE,medical,0,7,13.2,0
67000.0,664,15.0,22500.0,36,15.81,MORTGAGE,medical,1,10,45.7,1
83100.0,700,20.0,19300.0,36,15.02,OWN,major_purchase,0,16,29.3,0
43400.0,666,1.0,6000.0,36,13.83,MORTGAGE,debt_consolidation,0,4,11.9,0
42100.0,695,5.0,16300.0,36,14.08,RENT,debt_consolidation,0,3,52.4,0
61400.0,724,0.0,4300.0,36,10.18,MORTGAGE,credit_card,0,7,16.8,0
26600.0,699,5.0,17900.0,36,15.81,MORTGAGE,home_improvement,0,12,65.0,0
54200.0,638,1.0,7700.0,60,15.69,RENT,debt_consolidation,0,5,25.1,1
62800.0,639,10.0,13100.0,36,13.86,MORTGAGE,debt_consolidation,0,6,26.1,0
66600.0,586,1.0,4200.0,60,17.66,MORTGAGE,credit_card,0,9,12.5,0
20500.0,624,5.0,6000.0,36,14.76,MORTGAGE,other,0,10,30.9,0
34800.0,808,5.0,13800.0,36,12.76,OWN,credit_card,1,9,52.8,0
33000.0,629,20.0,7700.0,36,16.13,MORTGAGE,debt_consolidation,0,8,32.7,0
51300.0,602,7.0,7200.0,36,14.63,RENT,debt_consolidation,0,14,20.2,0
60900.0,701,3.0,22000.0,36,17.63,MORTGAGE,debt_consolidation,1,9,51.2,0
96100.0,673,2.0,33000.0,36,16.22,MORTGAGE,other,0,4,44.7,0
39200.0,667,1.0,17500.0,60,18.02,RENT,other,0,9,43.0,1
39200.0,772,10.0,6300.0,36,14.33,RENT,credit_card,0,11,26.7,0
82200.0,716,7.0,26400.0,60,15.14,RENT,home_improvement,0,6,39.0,0
56000.0,646,7.0,5000.0,60,17.07,RENT,major_purchase,0,7,27.2,0
86700.0,652,0.0,9400.0,60,13.5,MORTGAGE,debt_consolidation,0,8,10.5,0
55800.0,647,10.0,11200.0,36,20.0,RENT,credit_card,3,13,36.5,0
29100.0,737,7.0,28600.0,60,17.77,RENT,home_improvement,0,6,,0
26900.0,660,20.0,17300.0,36,18.73,RENT,medical,0,13,65.0,1
24400.0,563,5.0,8700.0,60,19.41,MORTGAGE,small_business,0,5,35.5,0
66000.0,677,3.0,6800.0,36,12.9,RENT,credit_card,0,6,16.0,0
83700.0,580,4.0,18100.0,36,17.69,RENT,other,0,13,36.1,0
112700.0,822,1.0,8400.0,60,10.79,RENT,home_improvement,0,11,11.7,0
71600.0,617,10.0,12200.0,36,20.43,RENT,major_purchase,0,9,34.1,0
82700.0,669,7.0,5500.0,36,14.32,RENT,credit_card,1,8,9.6,0
37800.0,697,2.0,14500.0,36,17.04,MORTGAGE,debt_consolidation,1,6,51.7,0
29100.0,661,1.0,14000.0,36,18.0,RENT,debt_consolidation,0,8,52.8,1
71900.0,661,0.0,5900.0,60,11.66,RENT,other,0,12,13.7,0
59200.0,707,15.0,18300.0,36,15.08,RENT,debt_consolidation,0,5,51.1,0
51400.0,779,2.0,14400.0,60,13.26,OWN,home_improvement,0,9,40.9,0
58400.0,730,3.0,15800.0,36,13.57,RENT,credit_card,0,6,41.1,0
56700.0,776,3.0,9100.0,36,11.47,OWN,credit_card,0,12,24.0,0
87400.0,612,4.0,12000.0,36,16.95,MORTGAGE,credit_card,0,7,27.4,0
87800.0,701,7.0,11300.0,36,12.71,MORTGAGE,debt_consolidation,0,13,23.6,0
62600.0,690,15.0,10200.0,60,18.06,MORTGAGE,debt_consolidation,0,12,31.4,0
71700.0,703,2.0,11900.0,60,15.72,MORTGAGE,debt_consolidation,0,9,20.0,0
61800.0,769,7.0,20500.0,36,12.73,MORTGAGE,debt_consolidation,0,13,43.9,0
39800.0,666,3.0,18700.0,36,15.07,MORTGAGE,debt_consolidation,1,3,51.0,1
68900.0,654,20.0,6100.0,36,13.48,MORTGAGE,small_business,0,7,12.7,0
26200.0,715,3.0,17900.0,36,15.75,RENT,debt_consolidation,0,13,65.0,1
78800.0,564,0.0,19800.0,60,18.02,MORTGAGE,debt_consolidation,0,9,26.9,0
28600.0,665,5.0,10100.0,60,15.45,MORTGAGE,home_improvement,0,6,41.0,0
55700.0,671,1.0,14100.0,36,15.31,RENT,debt_consolidation,0,9,30.6,0
33500.0,620,0.0,14000.0,60,17.5,OWN,other,0,9,65.0,1
62900.0,749,7.0,7200.0,36,13.5,RENT,credit_card,0,9,15.4,0
48300.0,611,10.0,9000.0,36,20.36,OWN,other,3,12,32.3,1
23900.0,671,4.0,15900.0,60,21.48,MORTGAGE,debt_consolidation,2,5,65.0,1
59200.0,699,7.0,8500.0,36,16.94,MORTGAGE,debt_consolidation,0,12,27.1,0
37800.0,768,5.0,17800.0,36,15.14,OWN,home_improvement,0,8,60.4,0
72900.0,679,7.0,21000.0,36,15.34,MORTGAGE,debt_consolidation,0,10,41.6,0
49100.0,741,7.0,19400.0,36,12.7,RENT,home_improvement,0,6,42.1,0
58600.0,726,,29400.0,36,15.37,MORTGAGE,credit_card,0,9,61.7,0
31900.0,688,2.0,10500.0,36,14.53,RENT,credit_card,1,18,36.2,0
37600.0,609,2.0,12000.0,36,15.69,MORTGAGE,medical,0,10,33.9,0
39900.0,587,4.0,12800.0,36,18.07,OWN,debt_consolidation,1,8,50.9,0
72100.0,687,4.0,10600.0,36,17.06,RENT,credit_card,1,7,29.1,0
104300.0,645,10.0,14300.0,36,13.72,RENT,credit_card,0,8,12.3,0
34100.0,740,3.0,4600.0,36,10.95,MORTGAGE,home_improvement,0,12,32.5,0
79600.0,728,1.0,12100.0,60,15.01,RENT,debt_consolidation,0,6,26.7,0
18500.0,668,2.0,5500.0,60,16.19,RENT,credit_card,0,10,30.3,0
28600.0,605,2.0,6800.0,36,14.53,MORTGAGE,credit_card,0,7,28.2,0
31800.0,713,10.0,15800.0,60,16.69,MORTGAGE,other,0,5,65.0,0
26700.0,614,5.0,9900.0,36,17.04,MORTGAGE,small_business,0,12,54.0,0
24000.0,631,7.0,15500.0,36,22.52,MORTGAGE,debt_consolidation,0,13,64.0,1
59000.0,616,4.0,9800.0,36,19.44,OWN,credit_card,2,9,29.2,1
44500.0,671,15.0,19000.0,36,17.64,OWN,major_purchase,0,7,48.7,0
58100.0,756,20.0,9700.0,36,11.03,MORTGAGE,credit_card,0,10,16.6,0
66900.0,680,7.0,4100.0,36,13.05,RENT,credit_card,1,11,15.0,0
55200.0,651,15.0,12200.0,36,11.86,RENT,credit_card,0,11,24.1,0
65900.0,581,5.0,3700.0,36,19.46,OWN,credit_card,3,9,26.9,1
47500.0,716,15.0,5300.0,36,15.08,MORTGAGE,debt_consolidation,0,8,21.3,0
28700.0,629,10.0,7000.0,36,17.57,OWN,small_business,1,11,45.3,0
78900.0,688,20.0,6600.0,36,16.05,MORTGAGE,home_improvement,1,7,33.2,0
37600.0,657,7.0,8300.0,36,15.05,OWN,debt_consolidation,0,6,33.2,0
32200.0,734,10.0,6500.0,36,12.92,RENT,home_improvement,0,12,25.0,0
45200.0,670,5.0,5400.0,60,15.38,MORTGAGE,debt_consolidation,0,12,23.1,0
32500.0,676,2.0,23600.0,36,17.26,MORTGAGE,debt_consolidation,0,8,65.0,0
40600.0,712,3.0,7800.0,36,12.68,OWN,small_business,1,10,36.8,0
57200.0,817,15.0,3600.0,36,11.25,MORTGAGE,major_purchase,0,9,24.6,0
57300.0,738,0.0,9100.0,60,13.52,RENT,home_improvement,0,7,28.6,0
32700.0,674,7.0,6200.0,36,13.21,OWN,major_purchase,0,14,17.6,0
39400.0,680,3.0,7000.0,36,10.66,MORTGAGE,credit_card,0,7,18.3,0
79500.0,646,4.0,15600.0,36,15.67,RENT,debt_consolidation,0,3,33.5,0
61300.0,618,15.0,8700.0,36,14.87,MORTGAGE,home_improvement,0,9,23.2,0
124700.0,644,15.0,6100.0,36,13.55,MORTGAGE,debt_consolidation,0,9,10.6,0
83400.0,630,7.0,13700.0,36,12.31,MORTGAGE,major_purchase,0,8,9.7,0
82000.0,722,2.0,19400.0,36,11.54,OWN,credit_card,0,15,31.6,0
26300.0,610,5.0,14300.0,36,18.82,MORTGAGE,home_improvement,0,6,65.0,0
69100.0,767,4.0,3200.0,36,10.58,MORTGAGE,credit_card,0,7,18.0,0
47900.0,729,3.0,6300.0,60,15.44,RENT,major_purchase,2,15,24.7,0
38300.0,681,1.0,11200.0,36,11.87,MORTGAGE,major_purchase,0,9,36.3,0
52900.0,680,5.0,9700.0,60,18.06,RENT,debt_consolidation,0,10,21.6,0
75000.0,644,3.0,9300.0,60,16.36,RENT,debt_consolidation,0,16,,0
61400.0,698,7.0,6700.0,60,12.98,RENT,medical,0,13,22.4,0
33000.0,751,3.0,5400.0,60,13.51,RENT,credit_card,0,9,28.3,0
68500.0,634,4.0,29800.0,36,16.99,RENT,credit_card,0,13,63.3,1
36800.0,580,0.0,11100.0,60,19.5,MORTGAGE,debt_consolidation,0,9,43.9,0
54000.0,726,20.0,15100.0,36,14.56,RENT,credit_card,0,9,37.4,0
42800.0,701,5.0,11000.0,60,13.58,RENT,debt_consolidation,0,6,26.4,0
44400.0,607,0.0,11200.0,36,17.27,OWN,major_purchase,0,15,25.4,1
69200.0,632,5.0,10600.0,36,14.17,MORTGAGE,debt_consolidation,0,6,24.4,0
30700.0,624,15.0,6200.0,60,16.87,RENT,credit_card,0,16,36.3,0
117600.0,633,10.0,5100.0,36,13.01,RENT,debt_consolidation,0,10,4.6,0
21600.0,659,7.0,13300.0,60,21.58,MORTGAGE,home_improvement,1,6,65.0,1
37500.0,663,1.0,12000.0,36,13.18,MORTGAGE,other,0,12,48.2,0
57900.0,638,7.0,17500.0,36,17.49,RENT,debt_consolidation,0,10,36.9,0
63800.0,631,10.0,15800.0,36,16.11,RENT,debt_consolidation,0,9,36.8,0
46900.0,665,5.0,7300.0,36,13.44,MORTGAGE,credit_card,0,12,28.6,0
47800.0,691,15.0,19300.0,60,19.41,OWN,small_business,0,10,48.1,0
59000.0,659,2.0,16000.0,60,16.6,OWN,other,0,10,47.6,0
44200.0,755,2.0,15500.0,60,17.05,RENT,debt_consolidation,1,13,50.5,0
91800.0,713,15.0,33700.0,60,14.01,MORTGAGE,major_purchase,0,8,48.7,0
71500.0,577,7.0,30400.0,36,21.12,RENT,credit_card,2,5,52.7,1
72600.0,714,0.0,15400.0,36,11.98,MORTGAGE,debt_consolidation,0,5,36.6,0
31700.0,719,3.0,14500.0,36,18.09,MORTGAGE,debt_consolidation,1,10,56.8,0
47300.0,652,15.0,18800.0,36,16.5,MORTGAGE,other,1,11,48.6,1
42800.0,583,0.0,8200.0,36,17.73,MORTGAGE,major_purchase,1,10,14.1,1
31200.0,681,0.0,8200.0,36,14.65,MORTGAGE,debt_consolidation,0,10,34.9,0
57600.0,679,3.0,15300.0,36,15.82,MORTGAGE,other,0,9,36.1,0
38500.0,607,15.0,7100.0,36,16.58,RENT,debt_consolidation,0,16,34.2,1
65800.0,586,15.0,14700.0,36,16.93,MORTGAGE,debt_consolidation,0,12,33.7,0
30300.0,674,5.0,11800.0,36,14.89,MORTGAGE,home_improvement,0,12,50.8,0
106300.0,665,5.0,7100.0,60,15.38,RENT,other,1,8,21.7,0
32700.0,653,3.0,11100.0,36,19.0,RENT,credit_card,2,9,44.4,0
54100.0,675,2.0,21000.0,36,18.33,MORTGAGE,major_purchase,1,12,50.3,0
70000.0,608,10.0,11400.0,60,20.7,MORTGAGE,other,1,9,37.7,0
37900.0,652,1.0,11400.0,36,16.41,MORTGAGE,debt_consolidation,0,8,42.5,0
71900.0,715,5.0,12900.0,36,12.95,MORTGAGE,debt_consolidation,0,12,25.8,0
28200.0,657,7.0,13800.0,60,19.41,OWN,debt_consolidation,0,9,57.9,0
94200.0,571,1.0,9300.0,36,14.93,OWN,major_purchase,0,15,19.9,0
49300.0,649,,13000.0,36,15.59,RENT,credit_card,1,10,40.9,0
37500.0,610,5.0,6500.0,36,14.99,RENT,debt_consolidation,1,3,24.9,0
42800.0,697,10.0,7300.0,36,12.64,MORTGAGE,credit_card,0,16,23.6,0
70500.0,701,2.0,7800.0,36,15.77,RENT,credit_card,1,8,22.9,0
37700.0,572,3.0,13800.0,36,20.04,RENT,small_business,0,9,44.8,1
35000.0,729,5.0,11900.0,60,15.09,MORTGAGE,major_purchase,0,5,45.5,0
44400.0,608,20.0,10200.0,36,18.81,MORTGAGE,debt_consolidation,1,6,34.4,0
28900.0,781,2.0,15500.0,36,12.78,OWN,credit_card,0,13,60.7,0
111200.0,677,20.0,13200.0,36,11.71,RENT,debt_consolidation,0,8,23.6,0
38000.0,599,7.0,9500.0,60,16.63,MORTGAGE,small_business,0,8,27.1,0
71300.0,606,10.0,6500.0,36,14.91,MORTGAGE,home_improvement,0,8,10.3,0
53900.0,703,1.0,7300.0,36,13.81,RENT,small_business,0,8,37.6,0
31500.0,655,3.0,5300.0,36,16.94,MORTGAGE,debt_consolidation,0,9,24.4,0
48900.0,674,0.0,11700.0,36,16.41,MORTGAGE,credit_card,2,10,29.7,0
69800.0,785,3.0,7100.0,36,10.83,MORTGAGE,medical,1,8,23.6,0
45000.0,635,20.0,8500.0,36,15.16,OWN,small_business,0,7,23.7,0
83900.0,684,1.0,10300.0,36,14.5,MORTGAGE,medical,0,6,22.3,0
77600.0,772,5.0,18400.0,36,10.84,MORTGAGE,debt_consolidation,0,3,24.5,0
74100.0,698,0.0,17400.0,36,10.77,RENT,debt_consolidation,0,6,34.2,0
39900.0,576,7.0,10600.0,36,15.11,RENT,credit_card,0,8,34.2,0
30200.0,713,2.0,20600.0,36,16.81,MORTGAGE,credit_card,0,7,65.0,0
37200.0,604,1.0,4000.0,36,16.86,MORTGAGE,debt_consolidation,0,12,24.8,0
53500.0,771,3.0,28000.0,60,16.9,MORTGAGE,credit_card,0,5,55.3,0
62700.0,627,10.0,15500.0,36,17.88,MORTGAGE,small_business,1,5,22.3,0
18400.0,850,1.0,11500.0,60,14.75,MORTGAGE,home_improvement,0,6,65.0,0
48800.0,775,2.0,7000.0,36,12.09,RENT,debt_consolidation,1,7,19.8,0
52600.0,628,0.0,8800.0,36,17.17,MORTGAGE,other,0,10,19.2,0
43300.0,681,20.0,14800.0,60,16.35,MORTGAGE,credit_card,0,9,40.9,0
